year,state_name,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rape_final
1999,Massachusetts,6175169,34023,122,5931,26307,167437,32964,108845,25628,441.1742190937088
1999,Maryland,5171634,38447,465,13636,22795,215973,43230,147296,25447,367.6731451411441
1999,Maine,1253040,1404,25,243,897,34618,7532,25392,1694,85.08192702932025
1999,Michigan,9863775,56709,695,14103,37062,369887,76736,236351,56800,1314.891994650736
1999,Minnesota,4775508,13085,134,3917,6996,158717,27706,117736,13275,555.2988623995468
1999,Missouri,5468338,27353,359,7149,18406,223010,42476,157550,22984,507.52167906659344
1999,Mississippi,2768619,9671,213,3091,5211,108560,29109,65919,13532,255.5901584091675
1999,Montana,882779,2090,22,239,1536,29103,3876,23353,1874,143.255328040117
1999,North Carolina,7650789,41474,552,12087,26680,354497,98457,230463,25577,602.9144237223443
1999,North Dakota,633666,424,10,56,216,14748,2337,11375,1036,71.35008748210593
1999,Nebraska,1666028,7167,60,1264,5429,61277,10158,45679,5440,193.3162670123137
1999,New Hampshire,1201134,1159,18,257,539,26247,3698,21195,1354,124.77014838521967
1999,New Jersey,8143412,33540,287,14243,17601,243333,46998,160978,35357,239.04515345720566
1999,New Mexico,1739844,14520,170,2579,10827,89220,21481,59613,8126,316.5423487544484
1999,Nevada,1809253,10311,165,4209,4994,73874,17613,43167,13094,420.721289766253
1999,New York,18196601,107147,903,43821,58860,489596,93217,338118,58261,1028.8088863484102
1999,Ohio,11256654,35616,397,14405,16685,414264,87023,288049,39192,1084.5718911329127
1999,Oklahoma,3358044,17066,231,2785,12675,140220,34472,93616,12132,443.09103576405016
1999,Oregon,3316154,12432,88,2858,8267,153434,26749,113052,13633,361.36871037721943
1999,Pennsylvania,11994016,50431,592,18670,27890,323021,56037,227750,39234,920.7659955966241
1999,Rhode Island,990819,2840,36,788,1625,32657,6341,22284,4032,126.5967260558922
1999,South Carolina,3885736,32920,258,5760,25315,173987,39630,119912,14445,485.450771585257
1999,South Dakota,733133,1227,18,103,770,18159,3255,14043,861,128.19346539747878
1999,Tennessee,5483535,38111,391,8598,26707,219302,51362,142685,25255,657.801905295601
1999,Texas,20044141,112306,1217,29405,74070,896261,190362,613862,92037,2623.6475252017763
1999,Utah,2129836,5869,44,1158,3861,100130,14592,78156,7382,377.13577956435097
1999,Virginia,6872912,21626,392,6947,12567,210260,32411,159896,17953,571.3475397614314
1999,Vermont,593740,676,17,65,458,16059,3537,11610,912,42.05612339713807
1999,Washington,5756361,21716,171,5808,13026,280793,54652,192334,33807,667.7794628783898
1999,Wisconsin,5250446,12908,179,4449,7225,160154,25633,120702,13819,413.0864450992706
1999,West Virginia,1806928,6336,79,661,5259,42825,10303,28760,3762,141.9113431760893
1999,Wyoming,479602,1115,11,74,893,15468,2349,12523,596,49.01951672862454
2000,TOTAL,281421906,1425486,15586,408016,911706,10182584,2050992,6971590,1160002,26962.21892778764
2000,Alaska,626932,3554,27,490,2540,23087,3899,16838,2350,225.24233009708738
2000,Alabama,4447100,21620,329,5702,14107,180539,40331,127399,12809,448.66506708639656
2000,Arkansas,2673400,11904,168,2001,8887,98115,21443,69740,6932,373.42851854789666
2000,Arizona,5130632,27281,359,7504,17841,271811,51902,176705,43204,655.6828723666379
2000,California,33871648,210531,2079,60249,138418,1056183,222293,651855,182035,2612.019595748719
2000,Colorado,4301261,14367,134,3034,9425,156937,27133,112843,16961,762.7455678997754
2000,Connecticut,3405565,11058,98,3832,6450,99033,17436,68498,13099,155.65369272237197
2000,District of Columbia,572059,8626,239,3554,4582,33000,4745,21655,6600,83.23967260471834
2000,Delaware,783600,5363,25,1394,3520,29727,5216,21360,3151,80.39808718552915
2000,Florida,15982378,129777,903,31809,90008,780377,172898,518298,89181,1842.6818939377877
2000,Georgia,8186453,41319,651,13250,25450,347630,68488,240440,38702,530.1551902012864
2000,Hawaii,1211537,2954,35,1123,1450,60033,10665,43254,6114,117.79099467269941
2000,Iowa,2926324,7796,46,1071,6003,86834,16342,65118,5374,268.37851126425664
2000,Idaho,1293953,3267,16,223,2644,37961,7330,28545,2086,164.7048360200111
2000,Illinois,12419293,81196,898,25641,50731,445278,81850,313161,50267,1089.530044267491
2000,Indiana,6080485,21230,352,6282,12837,206905,41108,144707,21090,502.5192783764954
2000,Kansas,2688418,10470,169,2048,7231,108057,21484,80077,6496,324.53579737732656
2000,Kentucky,4041769,11903,193,3256,7363,107723,25308,73141,9274,342.96363550608436
2000,Louisiana,4468976,30440,560,7532,20851,211904,46289,144345,21270,376.85699012745766
2000,Massachusetts,6349097,30230,125,5815,22594,161901,30600,105425,25876,449.9287285525737
2000,Maryland,5296486,41663,430,13560,26130,213422,39426,145423,28573,365.77670080772754
2000,Maine,1274923,1397,15,247,815,32003,6775,23906,1322,113.9172244744037
2000,Michigan,9938444,55159,669,13712,35753,353297,69790,227783,55724,1362.6175032212723
2000,Minnesota,4919479,13813,151,3713,7709,157798,26116,118250,13432,610.3382982212879
2000,Missouri,5595211,27419,347,7598,18123,225919,41685,159539,24695,476.48491203541886
2000,Mississippi,2844658,10267,255,2703,6290,103644,26918,69758,6968,225.29962925513985
2000,Montana,902195,2807,20,203,2276,32198,3624,26678,1896,150.58921855411617
2000,North Carolina,8049313,40051,560,12595,24715,355921,97888,232767,25266,610.1885652614538
2000,North Dakota,642200,523,4,56,294,14171,2093,11092,986,84.91665341180213
2000,Nebraska,1711263,5606,63,1147,3960,64479,10131,49118,5230,203.58911211924823
2000,New Hampshire,1235786,2167,22,453,1170,27901,4992,20761,2148,188.7826592958976
2000,New Jersey,8414350,32298,289,13553,17099,233637,43924,155562,34151,230.22304701307883
2000,New Mexico,1819046,13786,135,2499,10230,86605,21339,57925,7341,309.1653024911032
2000,Nevada,1998257,10474,129,4543,4942,74823,17526,44125,13172,383.6906778356072
2000,New York,18976457,105111,952,40539,60090,483078,87946,340901,54231,1019.2802045495055
2000,Ohio,11353140,37935,418,15610,17636,420939,88636,293277,39026,1121.8712877279413
2000,Oklahoma,3450654,17177,182,2615,12958,140125,31661,96116,12348,458.2366929865304
2000,Oregon,3421399,12000,70,2888,7756,153780,25618,114230,13932,381.2306493397081
2000,Pennsylvania,12281054,51584,602,18155,29580,316274,54080,225869,36325,911.7801731327351
2000,Rhode Island,1048319,3121,45,922,1742,33323,6620,22038,4665,133.39603870851045
2000,South Carolina,4012012,33225,291,6220,25054,181290,40319,125385,15586,507.7808952939676
2000,South Dakota,754844,1259,7,131,816,16252,2896,12558,798,116.36609210187805
2000,Tennessee,5689283,40233,410,9465,28172,237985,56344,154111,27530,595.4264865325813
2000,Texas,20851820,113653,1238,30257,74302,919658,188975,637522,93161,2707.0363748338787
2000,Utah,2233169,5711,43,1242,3563,94247,14348,73438,6461,403.806672163815
2000,Virginia,7078515,19943,401,6295,11631,194405,30434,146158,17813,536.800944333996
2000,Vermont,608827,691,9,117,425,17494,3501,13184,809,43.293068202936254
2000,Washington,5894121,21788,196,5812,13043,279144,53476,190650,35018,674.1838398739037
2000,Wisconsin,5363675,12700,169,4537,6829,159424,25183,119605,14636,456.15706970677746
2000,West Virginia,1808344,5723,46,749,4597,41344,9890,28139,3315,139.38473172488295
2000,Wyoming,493782,1316,12,70,1074,14969,2078,12318,573,57.24907063197026
2001,TOTAL,285317559,1439480,16037,423557,909023,10437189,2116531,7092267,1228391,27167.026308363107
2001,Alaska,633630,3735,39,514,2681,23160,3847,16695,2618,227.05514563106794
2001,Alabama,4468912,19582,379,5584,12250,173253,40642,119992,12619,414.4551125784594
2001,Arkansas,2694698,12190,148,2181,8969,99106,22196,69590,7320,392.8045265857592
2001,Arizona,5306966,28675,400,8868,17889,293874,54821,186850,52203,631.1519342121474
2001,California,34600463,212867,2206,64614,136087,1134189,232273,697739,204177,2658.7343049215374
2001,Colorado,4430989,15492,158,3555,9849,170887,28533,121360,20994,829.8190225741639
2001,Connecticut,3434602,11492,105,4183,6565,95299,17159,65762,12378,146.7001617250674
2001,District of Columbia,573822,9195,231,3780,5003,35232,4949,22313,7970,60.02542128069331
2001,Delaware,796599,4868,23,1156,3269,27399,5144,19476,2779,79.63961466491095
2001,Florida,16373330,130713,874,32867,90331,782517,176052,516548,89917,1734.0584465978245
2001,Georgia,8405677,41671,598,14402,24491,347872,71799,238484,37589,587.2654037798802
2001,Hawaii,1227024,3117,32,1142,1534,62830,11162,44925,6743,139.23848792235276
2001,Iowa,2931967,7865,50,1154,6012,88634,16885,66244,5505,257.6592511989683
2001,Idaho,1320585,3211,30,245,2511,38181,7507,28285,2389,182.29050861589772
2001,Illinois,12520227,79270,982,24931,49347,434648,79158,306757,48733,1112.841435943107
2001,Indiana,6126743,22734,413,7171,13434,211548,42758,147291,21499,490.2348389392075
2001,Kansas,2702125,10909,92,2423,7449,105537,20514,77038,7985,300.08447017766497
2001,Kentucky,4068816,10510,181,3269,6009,107356,26964,71448,8944,330.389350061315
2001,Louisiana,4470368,30678,501,7864,20910,207693,46451,139555,21687,353.19329134857924
2001,Massachusetts,6401164,30585,143,6476,22110,167079,32430,106821,27828,492.3748350197977
2001,Maryland,5386079,42088,446,13525,26668,219512,41553,145934,32025,343.4934798900824
2001,Maine,1284470,1435,19,264,826,33154,6898,24585,1671,116.05317243329876
2001,Michigan,10006266,55424,672,12937,36551,352353,72038,226708,53607,1427.4265745187615
2001,Minnesota,4984535,13145,119,3758,7032,165046,25496,124519,15031,609.2484084030356
2001,Missouri,5637309,30472,372,7771,20946,238411,42977,167420,28014,487.7710091376641
2001,Mississippi,2859733,10006,282,3294,5283,109609,29821,70315,9473,253.60026963262553
2001,Montana,905382,3187,34,230,2735,30175,3670,24684,1821,91.91809444212286
2001,North Carolina,8206105,40465,505,13304,24573,363777,101889,237241,24647,582.7706471525026
2001,North Dakota,636550,505,7,60,274,14834,2165,11583,1086,82.40432638778432
2001,Nebraska,1720039,5214,43,1128,3612,68963,9760,52713,6490,201.25437459494492
2001,New Hampshire,1259359,2144,17,445,1224,27089,4889,20060,2140,165.6368926389293
2001,New Jersey,8511116,33094,336,14110,17370,240551,46812,156031,37708,216.82023145373233
2001,New Mexico,1830935,14288,99,2695,10644,83095,19552,56406,7137,285.0222419928826
2001,Nevada,2097722,12359,180,4932,6364,77486,17711,45073,14702,393.9521727079548
2001,New York,19084350,98022,960,36555,56961,458003,80400,329316,48287,1023.9001714823078
2001,Ohio,11389785,40023,452,17199,17906,435115,96910,295976,42229,1173.092290094354
2001,Oklahoma,3469577,17726,185,2746,13309,141679,34573,94537,12569,478.8605666511844
2001,Oregon,3473441,10650,84,2749,6643,164524,26648,123034,14842,348.0286021188315
2001,Pennsylvania,12303104,50432,651,17500,28814,313408,54345,223350,35713,973.5577025719718
2001,Rhode Island,1059659,3278,39,986,1837,35742,6824,23875,5043,134.69114588043774
2001,South Carolina,4062125,33114,330,5987,25028,186054,42611,126742,16701,541.1231348042342
2001,South Dakota,758324,1171,7,103,710,16473,3087,12571,815,133.91638795986623
2001,Tennessee,5749398,42776,423,10219,29938,252992,59705,165015,28272,598.1503039458136
2001,Texas,21370983,122155,1332,35348,77306,976654,204362,669625,102667,2814.890548118375
2001,Utah,2278712,5314,67,1197,3154,90993,13804,70676,6513,419.24771524771523
2001,Virginia,7196750,20939,364,6860,11945,207506,31604,157060,18842,587.9564798707753
2001,Vermont,612978,644,7,107,423,16334,3150,12426,758,33.08827355510128
2001,Washington,5993390,21258,179,5934,12545,287234,53024,195133,39077,640.4376995513883
2001,Wisconsin,5405947,12486,192,4444,6708,166924,26927,125275,14722,447.1513936524806
2001,West Virginia,1800975,5035,40,707,3968,41085,9601,28268,3216,134.75261073100467
2001,Wyoming,493754,1272,9,84,1026,16120,2481,12943,696,54.74442379182156
2002,TOTAL,287973924,1423677,16229,420806,891407,10455277,2151252,7057379,1246646,28474.205677525068
2002,Alaska,641482,3627,33,489,2594,24118,3908,17739,2471,231.5871844660194
2002,Alabama,4478896,19931,303,5962,12002,180400,42578,123932,13890,503.76428585139263
2002,Arkansas,2706268,11501,142,2524,8081,101171,23229,71129,6813,332.03431955791757
2002,Arizona,5441125,30171,387,8000,20176,318296,59087,201541,57668,668.5720093630651
2002,California,35001986,208388,2395,64968,130827,1176484,238428,715692,222364,2722.2663093965703
2002,Colorado,4501051,15882,179,3579,10058,180054,31678,125193,23183,888.2933163928615
2002,Connecticut,3458587,10807,84,4069,5914,93426,17111,64735,11580,169.88751123090748
2002,District of Columbia,569157,9322,264,3834,4962,36477,5170,21708,9599,86.88762638420799
2002,Delaware,805945,4836,26,1154,3298,26967,5355,18555,3057,67.88329059532886
2002,Florida,16691701,128721,911,32581,88476,777236,177242,511478,88516,1763.3032208816608
2002,Georgia,8544005,39271,606,13432,23125,346559,73932,234591,38036,567.8694821871502
2002,Hawaii,1240663,3262,24,1210,1656,71976,12722,49344,9910,126.64234109319126
2002,Iowa,2935840,8388,44,1169,6378,92877,18643,68411,5823,316.4166767420304
2002,Idaho,1343124,3419,36,240,2646,39128,7441,29060,2627,213.1726653696498
2002,Illinois,12586447,75759,961,25314,45114,430479,81440,304227,44812,1212.7474002671765
2002,Indiana,6156913,22001,362,6612,13184,208965,42605,146073,20287,526.5167879749181
2002,Kansas,2711769,10229,78,2165,6951,100768,19679,73877,7212,328.6639435279188
2002,Kentucky,4089822,11101,191,3131,6692,108590,26891,72378,9321,341.7062069616074
2002,Louisiana,4476192,29690,593,7123,20445,198838,45350,133302,20186,384.9127173713312
2002,Massachusetts,6421800,31137,173,7169,22018,167753,33243,107922,26588,471.41706995160587
2002,Maryland,5450525,42015,513,13417,26715,217105,39765,143320,34020,324.76609209759346
2002,Maine,1294894,1396,14,270,735,32985,6965,24591,1429,134.20873008390686
2002,Michigan,10043221,54306,678,11847,36417,335060,70970,214367,49723,1454.5433407520206
2002,Minnesota,5024791,13428,112,3937,7106,164026,28034,122150,13842,619.3298892218694
2002,Missouri,5669544,30557,331,7024,21737,230520,42721,159921,27878,516.6916329621678
2002,Mississippi,2866733,9858,264,3356,5111,109584,29593,70468,9523,249.1782945736434
2002,Montana,910372,3197,16,283,2661,28751,3289,23679,1783,115.8754701211868
2002,North Carolina,8305820,39118,548,12205,24169,353708,99535,229307,24866,614.3851853801708
2002,North Dakota,633911,496,5,58,270,14762,2243,11501,1018,81.90186098298076
2002,Nebraska,1727564,5428,48,1359,3557,68178,10329,51440,6409,216.66364225534673
2002,New Hampshire,1274405,2056,12,413,1185,26250,4838,19468,1944,161.29706139074776
2002,New Jersey,8575252,32252,339,13955,16593,227715,43899,148061,35755,231.5802941583291
2002,New Mexico,1852044,13719,152,2206,10334,80477,19634,53406,7437,344.37393238434163
2002,Nevada,2167455,13856,181,5118,7629,83896,18951,47459,17486,414.02901050167844
2002,New York,19134293,95030,909,36653,53583,442091,76700,318025,47366,1121.7857208710564
2002,Ohio,11408699,40128,526,17871,16922,428976,99164,287045,42767,1263.1887198978388
2002,Oklahoma,3489700,17587,163,2966,12885,148128,35171,100185,12772,506.8961449140734
2002,Oregon,3520355,10298,72,2742,6246,161145,25696,118925,16524,367.00120053076097
2002,Pennsylvania,12328827,49578,624,17163,28060,300868,55610,212441,32817,1047.6907378990559
2002,Rhode Island,1068326,3051,41,916,1699,35342,6415,24051,4876,127.89183322781949
2002,South Carolina,4103770,33761,298,5774,25730,183808,43745,123196,16867,599.2426348680016
2002,South Dakota,760437,1350,11,117,861,15992,3034,12139,819,137.7316696681245
2002,Tennessee,5789796,41562,420,9413,29439,249399,61248,161610,26541,623.7541876301972
2002,Texas,21736925,126018,1302,37580,78628,1004274,212602,688992,102680,2931.7038540079734
2002,Utah,2318789,5488,47,1140,3358,97641,15124,74795,7722,441.239503882361
2002,Virginia,7287829,21256,388,6961,12068,207783,31757,157548,18478,610.87681722167
2002,Vermont,616408,658,13,77,442,14942,3489,10684,769,38.96376138264263
2002,Washington,6067060,20964,184,5797,12249,288967,54948,193526,40493,673.4448732974982
2002,Wisconsin,5439692,12238,154,4713,6134,164749,27926,123365,13458,484.3487512680547
2002,West Virginia,1804884,4221,57,657,3179,41099,9677,27524,3898,138.12142599927978
2002,Wyoming,498830,1364,15,93,1108,16494,2448,13303,743,52.95539033457249
2003,TOTAL,290788976,1383676,16528,414235,859030,10442862,2154834,7026802,1261226,28069.97271615568
2003,Alaska,648280,3877,39,446,2787,24386,3874,18051,2461,274.18834951456313
2003,Alabama,4503726,19331,299,6038,11338,182241,43245,124039,14957,501.34234216941474
2003,Arkansas,2727774,12449,180,2227,9131,99084,25016,68061,6007,401.1714391475635
2003,Arizona,5579222,28638,441,7619,18722,314335,58613,198725,56997,771.6851053344832
2003,California,35462712,205551,2407,63770,129380,1215086,242274,731486,241326,2667.8103055608276
2003,Colorado,4547633,15757,185,3738,9921,179706,32394,124496,22816,822.5097358468266
2003,Connecticut,3486960,11045,112,4212,6023,92981,16043,65568,11370,160.24524707996406
2003,District of Columbia,557620,9061,249,3941,4597,32696,4671,18119,9906,90.86721232546942
2003,Delaware,818166,5525,21,1441,3693,27943,6066,18933,2944,70.15870815718345
2003,Florida,16999181,124280,924,31523,85106,757696,170644,505489,81563,1756.514255422913
2003,Georgia,8676460,39435,657,14043,22501,369589,79001,247196,43392,601.8123449744277
2003,Hawaii,1248755,3400,22,1168,1843,65867,11409,44807,9651,124.94015908925053
2003,Iowa,2941976,8175,50,1131,6198,87554,17515,64400,5639,316.01966710998266
2003,Idaho,1367034,3362,26,245,2556,40042,7837,29559,2646,229.47158143413006
2003,Illinois,12649087,70376,895,23786,41506,415885,78345,295907,41633,1162.516901537575
2003,Indiana,6199571,21842,338,6401,13383,208039,41582,145686,20771,491.37757749151336
2003,Kansas,2724786,10831,125,2247,7374,109276,21973,79471,7832,344.5414287225042
2003,Kentucky,4118189,10232,181,3224,5703,103370,26034,69083,8253,353.33742099801907
2003,Louisiana,4493665,28622,584,7008,19429,193698,44572,129471,19655,403.0381036700466
2003,Massachusetts,6420357,30377,140,8011,20378,164543,34963,104069,25511,490.25252969643645
2003,Maryland,5512310,38778,525,13302,23593,209418,38641,134372,36405,321.92142559746856
2003,Maine,1309205,1422,16,289,763,32078,6579,24043,1456,126.02092957480907
2003,Michigan,10082364,51550,612,11254,34214,330565,68316,208538,53711,1483.2871129592754
2003,Minnesota,5064172,13316,127,3906,7191,157663,27698,116216,13749,570.0123749459528
2003,Missouri,5719204,28067,289,6686,19692,233564,41997,161616,29951,493.76674822323196
2003,Mississippi,2882594,9336,267,3016,4974,106867,29564,68307,8996,238.56555443208626
2003,Montana,918157,3351,30,298,2777,28428,3722,22800,1906,120.2758044295863
2003,North Carolina,8421190,38243,506,12229,23369,359660,100687,232081,26892,598.4380289290461
2003,North Dakota,633400,508,9,53,286,13364,1959,10327,1078,80.39446476857007
2003,Nebraska,1737475,5105,56,1165,3380,65189,10133,48924,6132,235.34154244977316
2003,New Hampshire,1288705,1937,17,480,1002,26456,4589,19934,1933,158.4038405586267
2003,New Jersey,8642412,31488,406,13342,16452,220350,43457,142287,34606,218.51679038529517
2003,New Mexico,1878562,12535,116,1937,9542,76816,18997,50595,7224,315.20106761565836
2003,Nevada,2242207,13813,197,5225,7520,96128,21958,53321,20849,388.59834929629517
2003,New York,19212425,89486,934,35790,48987,432079,75453,311422,45204,1090.0234482080407
2003,Ohio,11437680,38185,526,16895,16104,417483,95083,281383,41017,1224.0506206537596
2003,Oklahoma,3506469,17758,206,3224,12827,151208,34846,103404,12958,483.69428704133765
2003,Oregon,3564330,10506,68,2847,6373,169863,28562,122327,18974,361.07226352703304
2003,Pennsylvania,12370761,49210,647,17980,27027,300639,53918,213279,33442,998.5495212996631
2003,Rhode Island,1076084,3074,25,830,1714,32231,5524,22320,4387,163.50728045581985
2003,South Carolina,4148744,33455,303,5801,25399,187592,43993,127809,15790,597.1013901288101
2003,South Dakota,764905,1329,10,104,859,15324,2878,11572,874,135.82402881399537
2003,Tennessee,5845208,40409,396,9413,28471,256565,63323,166769,26473,579.9007272771572
2003,Texas,22103374,122246,1422,37017,75782,1016735,219877,698644,98214,2765.2707367670414
2003,Utah,2352119,5889,60,1258,3652,100084,16961,75321,7802,430.0096543667972
2003,Virginia,7365284,20490,416,6713,11554,200449,29105,153367,17977,600.2470955516899
2003,Vermont,619343,707,15,62,504,13803,3017,10132,654,38.96376138264263
2003,Washington,6131298,21272,182,5718,12509,291542,58271,192653,40618,705.2204360829326
2003,Wisconsin,5474290,12104,183,4397,6322,157684,26546,118775,12363,470.6444616202116
2003,West Virginia,1811440,4627,73,701,3542,42370,10498,28409,3463,130.96269355419517
2003,Wyoming,502111,1314,14,84,1080,16648,2611,13239,798,48.66171003717472
2004,TOTAL,293656842,1360088,16148,401470,847381,10319386,2144446,6937089,1237851,28430.5533015192
2004,Alaska,657755,4159,37,447,3117,22172,3773,16159,2240,252.88776699029125
2004,Alabama,4525375,19324,254,6042,11286,182340,44666,123650,14024,527.3782367506766
2004,Arkansas,2750000,13814,176,2372,10083,110911,30151,74242,6518,520.9503979270776
2004,Arizona,5739879,28952,414,7721,18921,291203,56885,179012,55306,788.3162498460022
2004,California,35842038,189175,2392,61768,115400,1227194,245903,728687,252604,2566.6395925522675
2004,Colorado,4601821,17121,201,3739,11236,180322,33010,123308,24004,836.268393215932
2004,Connecticut,3498966,10113,100,4188,5070,93942,15959,66770,11213,173.33117699910153
2004,District of Columbia,554239,7590,198,3202,3968,26896,3946,14542,8408,73.62233991333655
2004,Delaware,830069,5105,28,1343,3377,27256,5669,19285,2302,67.6936724651743
2004,Florida,17385430,123754,946,29997,86199,727141,166332,482484,78325,1726.4861389707598
2004,Georgia,8918129,40217,613,13656,23561,376656,82992,249426,44238,643.0286783589789
2004,Hawaii,1262124,3213,33,944,1903,60525,10827,41078,8620,113.36532146245348
2004,Iowa,2952904,8499,44,1160,6513,85775,17928,62214,5633,310.46153226131463
2004,Idaho,1395140,3452,31,241,2586,38799,7671,28389,2739,254.7777932184547
2004,Illinois,12712016,69365,780,22582,41783,403486,76088,287025,40373,1171.1199151321475
2004,Indiana,6226537,20294,316,6373,11802,211929,42168,148670,21091,515.0894024518597
2004,Kansas,2733697,10330,122,1812,7254,109771,20146,81115,8510,362.6417618443316
2004,Kentucky,4141835,10152,236,3268,5410,105209,25902,70535,8772,389.17413451561174
2004,Louisiana,4506685,28844,574,6564,20090,199153,45359,134080,19714,406.8142258156123
2004,Massachusetts,6407382,29489,171,7484,20040,158150,34497,101605,22048,475.9269687637484
2004,Maryland,5561332,38961,521,12772,24351,202474,36704,129888,35882,312.20214838870845
2004,Maine,1314985,1364,18,289,742,31740,6341,24096,1303,112.13726784199113
2004,Michigan,10104206,49737,643,11336,32276,309805,64233,194988,50584,1486.5411249072665
2004,Minnesota,5096546,13751,113,4070,7445,155019,28048,113453,13518,578.4590210374081
2004,Missouri,5759532,28226,354,6630,19763,224629,40472,158264,25893,521.6293004444001
2004,Mississippi,2900768,8568,227,2503,4677,100980,27661,65440,7879,256.695652173913
2004,Montana,926920,2723,30,233,2187,27215,3515,22082,1618,133.4768073547848
2004,North Carolina,8540468,38244,532,11782,23591,355328,101193,227147,26988,654.392963845273
2004,North Dakota,636308,558,8,43,330,12493,2040,9516,937,88.93637665023064
2004,Nebraska,1747704,5393,40,1138,3595,61512,9826,46399,5287,289.50745301360985
2004,New Hampshire,1299169,2202,17,500,1219,26658,4979,19723,1956,168.53011347105036
2004,New Jersey,8685166,30943,392,13076,16144,211313,41030,139977,30306,225.81199379101542
2004,New Mexico,1903006,13081,169,2062,9811,79895,19924,52069,7902,348.39777580071177
2004,Nevada,2332898,14379,172,4905,8348,98215,23142,52438,22635,425.628961226941
2004,New York,19280727,84914,889,33506,46911,422734,70696,311036,41002,1041.8025433469168
2004,Ohio,11450143,38787,506,17429,16108,419337,96518,282168,40651,1246.115052442368
2004,Oklahoma,3523546,17635,186,3090,12802,149472,35244,101271,12957,501.7401764979099
2004,Oregon,3591363,10724,90,2751,6600,166475,30072,117868,18535,380.3413087891489
2004,Pennsylvania,12394471,50998,650,18474,28339,299611,54443,214199,30969,992.6525753077359
2004,Rhode Island,1079916,2673,26,731,1596,31166,5465,21623,4078,103.60857375418288
2004,South Carolina,4197892,33160,286,5468,25634,190456,43739,130991,15726,542.0408111210305
2004,South Dakota,770621,1319,17,112,854,14885,3148,10890,847,128.19346539747878
2004,Tennessee,5893298,41113,357,8863,29611,254991,60386,169828,24777,621.5751336996113
2004,Texas,22471549,121554,1364,35817,75985,1010702,220118,696507,94077,2890.3540112151954
2004,Utah,2420708,5647,46,1236,3398,97762,15225,74889,7648,452.4693533979248
2004,Virginia,7481332,20608,390,6899,11503,200368,28759,154154,17455,603.2367047713718
2004,Vermont,621233,713,16,78,459,14559,3435,10537,587,49.47779223192715
2004,Washington,6207046,21330,190,5866,12417,300837,60632,196972,43233,703.7425029301216
2004,Wisconsin,5503533,11548,154,4067,6191,146710,23854,111482,11374,444.80208685570744
2004,West Virginia,1812548,5110,68,774,3922,46326,10994,31566,3766,145.7012603528988
2004,Wyoming,505887,1163,11,67,973,16889,2738,13352,799,40.07434944237919
2005,TOTAL,296507061,1390745,16740,417438,862220,10174754,2155448,6783447,1235859,28208.70355496884
2005,Alaska,663253,4194,32,537,3087,23975,4131,17249,2595,243.82368932038835
2005,Alabama,4548327,19678,374,6447,11293,177393,43473,120780,13140,473.4899898266695
2005,Arkansas,2775708,14670,189,2532,10747,112914,30118,75510,7286,529.3173104888818
2005,Arizona,5953007,30478,445,8579,19448,287345,56328,176112,54905,834.0518972526795
2005,California,36154147,190178,2503,63622,114661,1200531,250521,692467,257543,2507.1117060063334
2005,Colorado,4663295,18498,173,3948,12351,188449,34746,127602,26101,871.0949946814798
2005,Connecticut,3500701,9542,105,3933,4792,90270,15245,64416,10609,163.45933513027853
2005,District of Columbia,582049,8032,195,3700,3971,26133,3577,14836,7720,55.05093885411652
2005,Delaware,841741,5332,37,1306,3612,26245,5811,18085,2349,71.4860350682653
2005,Florida,17768191,125957,883,30141,88341,712998,164783,472912,75303,1721.2638578486462
2005,Georgia,9132553,40725,564,14041,23977,378534,84463,249594,44477,577.2980551836162
2005,Hawaii,1273278,3253,24,1001,1885,61115,9792,42188,9135,116.76968547033496
2005,Iowa,2965524,8697,40,1153,6657,84370,18147,60723,5500,336.26715834441626
2005,Idaho,1429367,3670,35,266,2792,38556,8066,27606,2884,247.4861728738188
2005,Illinois,12765427,70496,770,23255,42158,394670,77635,277662,39373,1196.9289559158656
2005,Indiana,6266019,20302,356,6809,11281,216778,43756,151278,21744,530.2306882699121
2005,Kansas,2748172,10701,101,1795,7707,104588,19028,76222,9338,348.6695748730964
2005,Kentucky,4172608,11134,190,3690,5833,105608,26458,70354,8796,446.7014904254316
2005,Louisiana,4507331,26889,450,5337,19681,166611,39382,112840,14389,357.7246379232581
2005,Massachusetts,6433367,29644,178,7837,19878,151727,34728,98079,18920,464.519577650682
2005,Maryland,5589599,39369,552,14378,23173,198483,35922,128491,34070,300.1123157631776
2005,Maine,1318220,1483,19,323,815,31889,6323,24218,1348,116.05317243329876
2005,Michigan,10100833,55936,629,13348,36760,312892,70527,194090,48275,1409.8006764671431
2005,Minnesota,5126739,15243,115,4724,8146,158301,29716,114304,14281,615.2428024034232
2005,Missouri,5797703,30477,402,7196,21254,227809,42822,159288,25699,573.1221184733943
2005,Mississippi,2908496,8131,214,2405,4365,95231,26866,60873,7492,253.60026963262553
2005,Montana,934737,2634,18,177,2138,29407,3642,23794,1971,147.1667363142499
2005,North Carolina,8672459,40650,585,12635,25128,353855,104298,221091,28466,644.0413008857711
2005,North Dakota,634605,706,12,54,460,12848,2043,9732,1073,90.44377286464133
2005,Nebraska,1758163,5052,44,1040,3387,60348,9408,45359,5581,271.2965003240441
