year,state_name,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rape_final
1989,Connecticut,3239000,16576,190,6956,8538,154119,40035,91483,22601,204.78332434860738
1989,District of Columbia,604000,12937,434,6542,5775,49235,11780,29164,8291,61.68358208955224
1989,Delaware,673000,3745,34,934,2208,28998,6072,20294,2632,107.89271605793887
1989,Florida,12671000,140575,1405,51188,81683,975042,289254,583702,102086,1644.7574394096819
1989,Georgia,6436000,47357,820,17450,25937,407868,110215,255578,42075,848.571569681937
1989,Hawaii,1112000,3004,53,925,1530,66723,14939,47374,4410,168.8564547909217
1989,Iowa,2840000,7563,54,1108,5942,108349,24052,79801,4496,182.22742110990208
1989,Idaho,1014000,2582,26,152,2168,37278,8843,26825,1610,101.2248471372985
1989,Illinois,11658000,98611,1051,39138,54261,558803,125441,362556,70806,1154.7464376457028
1989,Indiana,5593000,22735,353,5671,14907,225592,54201,149514,21877,515.3750870899362
1989,Kansas,2513000,10073,138,2508,6510,115146,29871,77802,7473,291.1930784686971
1989,Kentucky,3727000,13302,293,2836,9256,110328,30526,71611,8191,288.2654938213376
1989,Louisiana,4382000,34257,653,10397,21532,239235,64184,152209,22842,421.66697292150405
1989,Massachusetts,5913000,39912,254,11980,25797,263780,63004,146925,53851,499.0070391553014
1989,Maryland,4694000,40152,544,15589,22236,220955,52735,137043,31177,422.6700308102256
1989,Maine,1222000,1676,39,293,1115,42116,9810,30067,2239,81.52201376449514
1989,Michigan,9273000,65760,993,20616,37527,487682,113579,307096,67007,1796.214595291086
1989,Minnesota,4353000,12549,111,4128,6947,178252,39042,122673,16537,371.3799555694712
1989,Missouri,5159000,32634,409,10060,20578,231874,58594,146269,27011,559.7198781644779
1989,Mississippi,2621000,8156,253,2053,4833,83980,30018,49266,4696,224.85743174924164
1989,Montana,806000,935,23,137,630,31285,5575,23892,1818,70.89427496865859
1989,North Carolina,6571000,35902,584,8770,24584,309323,98792,191783,18748,549.4774608773477
1989,North Dakota,660000,417,4,61,274,16485,2369,13370,746,39.19230157467791
1989,Nebraska,1611000,4503,40,837,3245,61413,12010,46403,3000,177.90699935191185
1989,New Hampshire,1107000,1865,36,264,1238,37945,8157,27087,2701,118.26040151294734
1989,New Jersey,7736000,47111,394,21139,23129,360532,75548,213878,71106,415.48728233974214
1989,New Mexico,1528000,10755,132,1607,8314,89693,26146,58201,5346,235.39483985765125
1989,Nevada,1111000,6947,91,2784,3410,62732,15607,40686,6439,295.3525915432232
1989,New York,17950000,203042,2246,103983,91571,926596,211130,544459,171007,1513.6166663593506
1989,Ohio,10907000,51109,652,18635,26950,465143,111057,306609,47477,1279.7370437392954
1989,Oklahoma,3224000,15847,210,4070,10358,161558,50411,92270,18877,389.5978634463539
1989,Oregon,2820000,14625,134,4282,8895,159119,40197,103690,15232,389.53116114492724
1989,Pennsylvania,12040000,45586,753,18025,23845,359008,85925,216566,56517,832.0309987657204
1989,Rhode Island,998000,3772,49,1122,2335,48372,12045,27104,9223,86.12462693316452
1989,South Carolina,3512000,28576,320,4574,22050,168772,48914,107845,12013,499.21591633720186
1989,South Dakota,715000,969,9,84,647,18230,3394,14057,779,87.369951119115
1989,Tennessee,4940000,27118,417,7926,16505,195854,59621,109908,26325,618.3065528037326
1989,Texas,16991000,111889,2029,37913,63996,1234977,342346,741660,150971,2739.771667044828
1989,Utah,1707000,4417,45,898,2985,92577,15311,73210,4056,228.80818387961244
1989,Virginia,6098000,19057,480,6494,10445,237757,46156,172645,18956,544.1088779821074
1989,Vermont,567000,753,11,102,509,22429,5835,15466,1128,40.50994238989035
1989,Washington,4761000,22460,209,6672,12641,291472,73563,196122,21787,723.6946004930687
1989,Wisconsin,4867000,10834,176,3659,6006,191869,35683,140040,16146,388.8102748659485
1989,West Virginia,1857000,2724,121,793,1463,41154,11635,26608,2911,146.12236226143318
1989,Wyoming,475000,1227,21,81,991,17246,3001,13593,652,47.946096654275095
1990,TOTAL,249464396,1820127,23438,639271,1054863,12655486,3073909,7945670,1635907,30662.804255353425
1990,Alaska,550043,2885,41,422,2021,25457,4919,17428,3110,181.73475728155339
1990,Alabama,4040587,28630,467,5805,21039,169974,44585,111336,14053,399.3179645660979
1990,Arkansas,2350725,12511,241,2661,8590,101897,28464,66630,6803,448.73073160413526
1990,Arizona,3665228,23911,284,5897,16230,265229,61206,172375,31648,623.6679191819637
1990,California,29760021,311051,3553,112208,182602,1654186,400392,951580,302214,3386.9498856269543
1990,Colorado,3294394,17328,138,2985,12684,182106,39822,128172,14112,653.9661830752866
1990,Connecticut,3287116,18201,166,7717,9400,158867,40355,94485,24027,210.7523450134771
1990,District of Columbia,606900,14919,472,7365,6779,50470,12035,30326,8109,100.48454501685123
1990,Delaware,666168,4365,33,1098,2647,31344,6465,21922,2957,111.30584240072078
1990,Florida,12937926,160990,1379,53928,98902,978944,280832,591210,106902,1770.61441445262
1990,Georgia,6478216,48996,767,17067,27690,389165,104905,240623,43637,935.3144412494239
1990,Hawaii,1108229,3113,44,1013,1696,64563,13611,46735,4217,122.55710428373348
1990,Iowa,2776755,8321,54,1089,6668,105550,22448,78384,4718,202.47491234433565
1990,Idaho,1006749,2776,27,151,2323,38069,8187,28216,1666,117.95268204558087
1990,Illinois,11430602,110575,1182,45038,59850,567841,121506,372862,73473,1250.2121368887026
1990,Indiana,5544159,26275,344,5619,18209,233376,52297,156741,24338,600.7947938747981
1990,Kansas,2477574,11093,98,2914,7079,117571,28901,80361,8309,318.1848032994924
1990,Kentucky,3685296,14386,264,2545,10509,107208,28264,71594,7350,335.73342137534195
1990,Louisiana,4219973,37914,724,11387,24022,235822,60677,149752,25393,448.3515694168351
1990,Massachusetts,6016425,44300,243,13062,28965,274442,66942,151933,55567,538.5349758029037
1990,Maryland,4781468,43940,552,17394,23809,234842,53549,147407,33886,517.96635856441
1990,Maine,1227928,1759,30,308,1179,43647,10106,31372,2169,86.14990100876778
1990,Michigan,9295297,73468,971,21752,43536,483764,106275,311153,66336,1954.847677755652
1990,Minnesota,4375099,13392,117,4057,7731,185185,39691,129500,15994,405.16653993529246
1990,Missouri,5117073,36602,449,11073,23417,225422,54536,143287,27599,586.5243587823105
1990,Mississippi,2573216,8758,313,2217,5094,90803,32196,53266,5341,250.72598584428715
1990,Montana,799065,1273,39,173,866,34702,5666,27098,1938,95.34057668198913
1990,North Carolina,6628637,41332,711,10082,28267,322306,101444,202059,18803,635.648060648337
1990,North Dakota,638800,472,5,50,303,18196,2725,14621,850,57.28105614760617
1990,Nebraska,1578385,5209,43,807,3886,61290,11424,47054,2812,220.8661697990927
1990,New Hampshire,1109252,1459,21,302,750,38976,8158,28111,2707,139.59790514984
1990,New Jersey,7730188,50057,432,23269,24049,371023,78628,219767,72628,391.39614551154966
1990,New Mexico,1515069,11821,139,1744,9185,89448,26343,58004,5101,252.4961743772242
1990,Nevada,1201833,7222,116,2864,3494,65652,16434,42097,7121,333.7216593267839
1990,New York,17990455,212458,2605,112380,92105,932416,208813,536012,187591,1549.9989059551688
1990,Ohio,10847115,54904,663,20451,28715,470469,106575,310673,53221,1333.0594205617658
1990,Oklahoma,3145585,17222,253,3836,11654,158889,45531,94432,18926,476.60483046911287
1990,Oregon,2842321,14405,108,4102,8863,146073,32273,100765,13035,394.8672044482824
1990,Pennsylvania,11881643,51213,801,20930,26414,361805,86624,215119,60062,861.5157287253561
1990,Rhode Island,1003464,4334,48,1224,2814,49378,12755,27046,9577,80.29664465949173
1990,South Carolina,3486703,34050,390,5313,26474,176729,48132,115144,13453,572.9359137865068
1990,South Dakota,696004,1133,14,86,794,19116,3671,14678,767,91.1852328273733
1990,Tennessee,4877185,32698,511,9325,20447,213648,61646,124127,27875,657.801905295601
1990,Texas,16986510,129343,2389,44297,73907,1200151,314512,731224,154415,3015.0927036400763
1990,Utah,1722850,4892,52,980,3209,92620,15172,73352,4096,304.6096681096681
1990,Virginia,6187358,21694,545,7626,11608,253063,45236,187564,20263,636.1224061878728
1990,Vermont,562758,716,13,66,491,23713,6119,16424,1170,45.14848541163352
1990,Washington,4866692,24410,238,6326,14731,278440,61460,195221,21759,767.2936285009902
1990,Wisconsin,4891769,12948,225,5514,6196,202052,36755,144924,20373,396.64129752185886
1990,West Virginia,1793477,3036,102,680,1831,41855,11785,27310,2760,178.12610731004682
1990,Wyoming,453588,1367,22,72,1139,17732,2862,14194,676,47.946096654275095
1991,TOTAL,252153092,1911767,24703,687732,1092739,12961116,3157150,8142228,1661738,31870.121339680052
1991,Alaska,570000,3499,42,645,2289,29000,5582,20375,3043,237.02563106796117
1991,Alabama,4089000,34518,469,6246,26348,184882,51873,118151,14858,440.4910071597213
1991,Arkansas,2372000,14072,264,3217,9533,108677,29093,71487,8097,465.9049205467862
1991,Arizona,3750000,25152,291,6215,17056,252559,60281,159987,32291,661.0879943328816
1991,California,30380000,331122,3859,124939,189428,1726391,424656,986120,315615,3442.47365424379
1991,Colorado,3377000,18887,199,3628,13472,186235,39117,132717,14401,682.7733719418509
1991,Connecticut,3291000,17761,187,7384,9230,158770,39198,93384,26188,220.3946091644205
1991,District of Columbia,598000,14671,482,7269,6706,49722,12405,29182,8135,70.96928261916226
1991,Delaware,680000,4857,37,1460,2772,35055,7668,24836,2551,111.49546053087532
1991,Florida,13277000,157243,1248,53083,96047,977570,266313,607222,104035,1792.547995165497
1991,Georgia,6623000,48894,849,17762,27483,381165,100317,240359,40489,754.2858397172773
1991,Hawaii,1135000,2744,45,986,1338,65020,14011,47195,3814,127.66365029555571
1991,Iowa,2795000,8477,57,1257,6580,107069,23267,79030,4772,231.45661548381898
1991,Idaho,1039000,3016,19,215,2482,40578,8582,30143,1853,128.67565314063367
1991,Illinois,11543000,119955,1300,52653,61387,587868,129284,382942,75642,1280.738959321057
1991,Indiana,5610000,28349,423,6506,19102,241930,54814,161039,26077,662.2169910612372
1991,Kansas,2495000,12465,153,3453,7741,125616,32601,84258,8757,355.0205689509306
1991,Kentucky,3713000,16262,253,3084,11610,108430,29576,70885,7969,413.3796339967928
1991,Louisiana,4252000,40438,720,11860,26120,232732,60017,148334,24381,437.52668593288007
1991,Massachusetts,5996000,44138,249,11669,30294,274990,69977,149930,55083,510.9450065992081
1991,Maryland,4860000,46469,569,19783,23888,255299,56258,163524,35517,528.3968023982013
1991,Maine,1235000,1631,15,280,1066,44900,11146,31737,2017,96.11765815027812
1991,Michigan,9368000,75232,1009,22790,44061,499781,111126,324985,63670,1999.0480067158644
1991,Minnesota,4432000,14006,131,4345,7768,185268,37832,131330,16106,480.09646494013805
1991,Missouri,5158000,39358,543,12952,24107,239982,64643,146533,28806,619.324578485711
1991,Mississippi,2592000,10085,332,3015,5539,99317,34524,57373,7420,265.0974047859791
1991,Montana,808000,1130,21,150,799,28347,4231,22449,1667,78.22816548265776
1991,North Carolina,6737000,44355,769,11990,29265,352368,114009,218192,20167,652.154766448624
1991,North Dakota,635000,415,7,51,241,17326,2367,14154,805,58.285986957213304
1991,Nebraska,1593000,5330,52,861,3970,64031,11574,49071,3386,208.7255346727155
1991,New Hampshire,1105000,1318,40,365,583,36780,8126,26220,2434,119.34535932499273
1991,New Jersey,7760000,49257,406,22744,23848,372212,78821,221544,71847,383.25266264004796
1991,New Mexico,1548000,12922,163,1862,10086,90474,26672,58441,5361,271.9447508896797
1991,Nevada,1284000,8693,152,4012,3681,72183,18026,45781,8376,378.3368544239475
1991,New York,18058000,210184,2571,112342,90186,917467,204499,531681,181287,1468.283240831228
1991,Ohio,10939000,61460,783,23536,31393,489100,115423,318933,54744,1509.8375466776415
1991,Oklahoma,3175000,18533,230,4094,12594,161449,46934,96842,17673,520.4305620065026
1991,Oregon,2922000,14795,133,4387,8714,153370,34363,105145,13862,462.7535331409676
1991,Pennsylvania,11961000,53824,758,23191,26440,371814,86074,228142,57598,964.5718801080828
1991,Rhode Island,1004000,4638,37,1234,3057,45957,11320,26664,7973,100.37080582436467
1991,South Carolina,3560000,34621,402,6092,26029,185359,51793,119784,13782,641.7616375462313
1991,South Dakota,703000,1281,12,132,858,20366,4146,15412,808,106.44635966040649
1991,Tennessee,4953000,35955,547,10543,22566,229856,67608,131855,30393,626.2056233021063
1991,Texas,17349000,145743,2652,49700,84125,1210784,312693,734261,163830,3192.8970276490227
1991,Utah,1770000,5077,52,976,3241,94178,14872,75041,4265,378.07160035731465
1991,Virginia,6286000,23459,583,8651,12346,266160,49224,195652,21284,624.1639693091452
1991,Vermont,567000,662,12,67,410,21764,5784,15161,819,53.49786285077123
1991,Washington,5018000,26224,211,7303,15181,290115,61996,205814,22305,869.271016044942
1991,Wisconsin,4955000,13723,239,5895,6330,207560,37241,148695,21624,492.962876189556
1991,West Virginia,1801000,3440,111,779,2135,44528,12009,29369,3150,174.75729204177168
1991,Wyoming,460000,1427,15,79,1214,18762,3184,14867,711,42.57899628252788
1992,TOTAL,255029699,1932274,23760,672478,1126974,12505917,2979884,7915199,1610834,32608.324876381994
1992,Alaska,587000,3877,44,640,2614,28816,5170,20728,2918,262.4050485436893
1992,Alabama,4136000,36052,455,6819,27074,181837,49053,117801,14983,515.8740042612818
1992,Arkansas,2399000,13831,259,3011,9571,100402,26214,66288,7900,435.96018085190764
1992,Arizona,3832000,25706,312,5867,17880,243629,54095,158053,31481,684.7873752617962
1992,California,30867000,345624,3921,130897,198045,1716137,427491,968534,320112,3406.4365928819016
1992,Colorado,3470000,20086,216,4180,14049,186684,37853,131169,17662,705.5611482094315
1992,Connecticut,3281000,16252,166,6918,8284,149535,36372,89463,23700,202.94670260557055
1992,District of Columbia,589000,16685,443,7459,8568,50502,10721,30663,9118,71.30091478093404
1992,Delaware,689000,4280,32,1042,2615,29126,6598,20419,2109,112.06431492133898
1992,Florida,13488000,162827,1208,49482,104827,964533,254755,598093,111685,1908.7437501325248
1992,Georgia,6751000,49496,741,16863,28835,382934,97402,246619,38913,823.5185042913274
1992,Hawaii,1160000,2998,42,1151,1365,67901,13006,50544,4351,149.79201634678537
1992,Iowa,2812000,7816,44,1113,6131,103459,21197,77788,4474,209.62108572119453
1992,Idaho,1067000,3003,37,229,2398,39636,7934,30023,1679,145.40348804891605
1992,Illinois,11631000,113664,1322,47973,60057,556900,125306,359618,71976,1196.6514393482987
1992,Indiana,5662000,28791,464,6921,19008,236584,53907,157181,25496,685.0717621073542
1992,Kansas,2523000,12888,151,3277,8418,121334,32639,80526,8169,330.88679145516073
1992,Kentucky,3755000,20107,216,3273,15409,104692,27378,69186,8128,380.05777756815394
1992,Louisiana,4287000,42209,747,11636,28013,238438,58574,152938,26926,456.4072966607086
1992,Massachusetts,5998000,46727,214,11059,33288,253344,64318,141610,47416,574.6141663000441
1992,Maryland,4908000,49085,596,21054,25157,256418,55520,165244,35654,540.0125239403781
1992,Maine,1235000,1616,21,288,1013,41900,10156,29966,1778,104.66144998585838
1992,Michigan,9437000,72672,938,20902,43282,456800,98257,299486,59057,2047.3158506110658
1992,Minnesota,4480000,15144,150,4906,8248,190520,39859,134750,15911,501.34931639605793
1992,Missouri,5193000,38448,547,11783,24223,226246,57127,143288,25831,668.3485627735889
1992,Mississippi,2614000,10763,320,3254,6023,101181,33533,58851,8797,257.8011459386586
1992,Montana,824000,1400,24,222,944,36472,5306,29243,1923,102.6744671959883
1992,North Carolina,6843000,46600,723,12784,30638,350447,113117,217717,19613,686.8468260966846
1992,North Dakota,636000,530,12,50,320,17935,2487,14498,950,74.36487991092731
1992,Nebraska,1606000,5598,68,911,4115,63846,11477,49144,3225,235.34154244977316
1992,New Hampshire,1111000,1397,18,367,588,32828,6909,23754,2165,153.34070410241492
1992,New Jersey,7789000,48745,397,22216,23740,345718,75508,206686,63524,405.8168964298339
1992,New Mexico,1581000,14781,141,2202,11448,86942,23896,57072,5974,331.9670818505338
1992,Nevada,1327000,9247,145,4397,3872,73077,17108,46714,9255,371.644575159373
1992,New York,18119000,203311,2397,108154,87608,858178,193548,495708,168922,1487.6293523623378
1992,Ohio,11016000,57935,724,21925,29547,456017,104357,299774,51886,1507.4735004145764
1992,Oklahoma,3212000,20005,210,4376,13863,154459,43678,94180,16601,501.41792847189964
1992,Oregon,2977000,15189,139,4507,8963,158100,32945,109274,15881,468.3860232945092
1992,Pennsylvania,12009000,51276,746,21701,25505,356155,75834,224150,56171,933.4023084364679
1992,Rhode Island,1005000,3965,36,950,2668,42044,10529,24052,7463,100.69458261734648
1992,South Carolina,3603000,34029,373,6148,25436,178298,49669,116186,12443,633.8084428006632
1992,South Dakota,711000,1383,4,120,891,19939,3849,15371,719,140.4023668639053
1992,Tennessee,5024000,37487,520,10964,23626,220534,63665,127934,28935,647.4513991253183
1992,Texas,17656000,142369,2239,44588,86105,1103779,268928,689780,145071,3251.8205536287314
1992,Utah,1813000,5267,54,1014,3376,97322,16045,76964,4313,385.090256304542
1992,Virginia,6377000,23907,564,8787,12548,250211,45217,185506,19488,667.0150347912524
1992,Vermont,570000,624,12,51,419,18813,4706,13507,600,43.91154060583534
1992,Washington,5136000,27454,258,7178,16321,289581,57612,207755,24214,910.6531443236471
1992,Wisconsin,5007000,13806,218,5997,6276,202448,34645,146198,21605,514.889739626105
1992,West Virginia,1812000,3833,115,788,2537,43455,11287,29200,2968,165.49305005401513
1992,Wyoming,466000,1489,17,84,1225,19831,3127,16003,701,58.322490706319705
1993,TOTAL,257782608,1926017,24526,659870,1135607,12218777,2834808,7820909,1563060,31697.00678004035
1993,Alaska,599000,4557,54,733,3268,28795,4893,21201,2701,227.5083495145631
1993,Alabama,4187000,32676,484,6677,24044,171598,45578,111878,14142,445.334894523677
1993,Arkansas,2424000,14381,247,3027,10079,102231,26646,67767,7818,452.69400597551623
1993,Arizona,3936000,28142,339,6412,19903,264371,57684,172689,33998,618.6785758285081
1993,California,31211000,336381,4096,126436,194083,1678884,414182,945407,319295,3140.830103585021
1993,Colorado,3566000,20229,206,4160,14230,176856,36011,124787,16058,702.1214838671552
1993,Connecticut,3277000,14949,206,6447,7496,137443,32052,85876,19515,183.66217430368374
1993,District of Columbia,578000,16888,454,7107,9003,51091,11534,31495,8062,107.44882041405874
1993,Delaware,700000,4801,35,1307,2920,29304,6244,20853,2207,102.20417215330238
1993,Florida,13679000,164975,1224,48913,107479,977363,251063,603784,122516,1921.5383388817033
1993,Georgia,6917000,50019,789,17154,29628,378348,90423,246849,41076,659.4613341528196
1993,Hawaii,1172000,3061,45,1214,1408,70505,13310,51912,5283,134.13194191053054
1993,Iowa,2814000,9159,66,1517,6890,99080,20562,73148,5370,272.3486075847338
1993,Idaho,1099000,3097,32,186,2491,39161,7350,29795,2016,166.42051139521956
1993,Illinois,11697000,112260,1332,44584,62298,544869,118788,360730,65351,1122.832032375514
1993,Indiana,5713000,27941,430,6845,18432,227149,48677,154016,24456,638.2194814628144
1993,Kansas,2531000,12564,161,3128,8259,113360,28655,76538,8167,322.6304991539763
1993,Kentucky,3789000,17530,249,3425,12555,105979,28041,69745,8193,408.9786340911235
1993,Louisiana,4295000,45600,874,12182,30727,248461,58768,163334,26359,457.4142625661928
1993,Massachusetts,6012000,48393,233,10563,35591,245831,60220,136548,49063,532.1680598328201
1993,Maryland,4965000,49540,632,21582,25141,253647,56246,163471,33930,517.96635856441
1993,Maine,1239000,1558,20,264,945,37519,8909,26945,1665,117.1211464127463
1993,Michigan,9478000,75021,933,22601,44747,441767,93143,290333,58291,1827.6700441216667
1993,Minnesota,4517000,15986,155,5092,7943,183347,38147,129727,15473,761.8329829583575
1993,Missouri,5234000,38963,590,12654,23825,227731,53673,145392,28666,667.9958722391438
1993,Mississippi,2643000,11467,357,3683,6302,105308,33985,62467,8856,248.7360970677452
1993,Montana,839000,1489,25,272,958,38699,5992,30641,2066,114.40869201838697
1993,North Carolina,6945000,47178,785,13364,30650,345377,105270,220071,20036,665.5839508285184
1993,North Dakota,635000,522,11,53,309,17387,2370,14073,944,74.86734531573087
1993,Nebraska,1607000,6071,63,1003,4558,62725,10662,46811,5252,208.7255346727155
1993,New Hampshire,1125000,1550,23,307,721,31131,5795,23153,2183,180.46464940354963
1993,New Jersey,7879000,49390,418,23319,23438,328867,76738,195876,56253,375.7878033411714
1993,New Mexico,1616000,15024,130,2237,11815,86236,22966,56723,6547,282.3396797153025
1993,Nevada,1389000,12157,144,4724,6443,73685,17293,46137,10255,377.44455052200425
1993,New York,18197000,195352,2420,102122,85802,814824,181709,481166,151949,1446.0496499671171
1993,Ohio,11091000,55915,667,21373,28431,441550,97394,295880,48276,1429.9853173474391
1993,Oklahoma,3231000,20512,273,3935,14712,150546,39903,95111,15532,513.0188574082675
1993,Oregon,3032000,15254,140,3930,9630,159558,31072,110878,17608,460.67840518966284
1993,Pennsylvania,12048000,50295,823,21563,24714,343841,70125,220683,53033,897.1782116289155
1993,Rhode Island,1000000,4017,39,1011,2681,40973,10409,24101,6463,92.60016279280094
1993,South Carolina,3643000,37281,377,6825,28174,177779,47695,117553,12531,582.7244611656677
1993,South Dakota,715000,1490,24,107,1041,19661,3927,14915,819,121.32595832261384
1993,Tennessee,5099000,39047,521,11224,24758,228117,60299,137683,30135,692.9391499262977
1993,Texas,18031000,137419,2147,40469,84881,1023612,233913,664862,124837,3418.94283491621
1993,Utah,1860000,5599,58,1090,3622,91816,14708,72603,4505,387.89771868343297
1993,Virginia,6491000,24160,539,9216,12322,242975,43338,181104,18533,691.9284449552684
1993,Vermont,576000,658,21,52,356,22223,5036,16423,764,70.81509013194572
1993,Washington,5255000,27040,271,7204,16181,285753,56083,205701,23969,833.5542981853454
1993,Wisconsin,5038000,13321,222,5714,6116,190923,33400,139148,18375,496.8783875175112
1993,West Virginia,1820000,3793,126,782,2520,42300,10904,28456,2940,153.7021966150522
1993,Wyoming,470000,1345,16,81,1087,18221,3023,14470,728,57.60687732342008
1994,TOTAL,260327021,1857670,23326,618949,1113179,12131873,2712774,7879812,1539287,30561.447026134327
1994,Alaska,606000,4644,38,886,3302,29947,4848,21824,3275,189.43922330097087
1994,Alabama,4219000,28844,501,7223,19633,178015,44064,119951,14000,450.1787818876327
1994,Arkansas,2453000,14598,294,3158,10118,103115,26911,68478,7726,452.69400597551623
1994,Arizona,4075000,28653,426,6601,20161,294273,60157,190649,43467,609.1156677343846
1994,California,31431000,318395,3703,112160,191548,1622102,384257,929640,308205,2932.082088881342
1994,Colorado,3656000,18632,199,3910,12944,175808,33843,127600,14365,678.90374955679
1994,Connecticut,3275000,14916,215,6150,7745,134030,29142,84721,20167,185.03964061096138
1994,District of Columbia,570000,15177,399,6311,8218,48009,10037,29711,8261,82.57640828117476
1994,Delaware,706000,4549,33,1141,2829,29971,6198,20828,2945,103.53149906438423
1994,Florida,13953000,160016,1165,45871,105679,991105,237341,626578,127186,1906.3937236275738
1994,Georgia,7055000,47103,703,15703,28249,376926,81406,256208,39312,659.4613341528196
1994,Hawaii,1179000,3091,50,1221,1461,75672,14029,55260,6383,122.21666788294534
1994,Iowa,2829000,8914,47,1327,6874,94475,18872,70507,5096,264.40841494377946
1994,Idaho,1133000,3238,40,209,2673,42954,8147,32597,2210,135.53835464146746
1994,Illinois,11752000,112928,1378,43788,63849,548222,118116,363888,66218,1085.9223288891217
1994,Indiana,5752000,30205,453,7490,20216,233975,48921,160043,25011,584.5107695044397
1994,Kansas,2554000,11314,170,2940,7149,112477,28635,75459,8383,335.01493760575295
1994,Kentucky,3827000,16991,244,3595,11802,110725,28718,73449,8558,424.382133760966
1994,Louisiana,4315000,42369,856,11530,28060,245488,55188,164081,26219,484.0988590615238
1994,Massachusetts,6041000,42749,214,10160,30550,225532,53222,129962,42348,484.150901891773
1994,Maryland,5006000,47457,579,20147,24696,259039,52234,168608,38197,482.4080273128487
1994,Maine,1240000,1611,28,278,987,38971,8938,28257,1776,113.20524182143866
1994,Michigan,9496000,72751,927,21733,43371,444325,91849,290172,62304,1822.2466908750148
1994,Minnesota,4567000,16397,147,5370,8155,181856,36157,131344,14355,742.4874386843792
1994,Missouri,5278000,39240,554,12178,24553,240898,55577,158283,27038,689.5099948402989
1994,Mississippi,2669000,13177,409,4336,7220,115924,34493,70621,10810,267.97168857431745
1994,Montana,856000,1516,28,280,975,41445,6178,32817,2450,113.91976598412036
1994,North Carolina,7070000,46308,772,12811,30391,351397,104118,225937,21342,652.9940904723674
1994,North Dakota,638000,522,1,71,301,16933,2070,13899,964,74.86734531573087
1994,Nebraska,1623000,6322,51,1223,4548,65746,10963,48547,6236,233.47375243033053
1994,New Hampshire,1137000,1328,16,308,597,29837,5275,22260,2302,147.1926098341577
1994,New Jersey,7904000,48544,396,22762,23414,319856,72074,195618,52164,334.56142130419414
1994,New Mexico,1654000,14708,177,2329,11336,87638,21945,57343,8350,290.38736654804273
1994,Nevada,1457000,14597,170,5134,8292,82693,19735,51893,11065,446.5981029226079
1994,New York,18169000,175433,2016,86617,82100,745845,164650,452322,128873,1357.115286510673
1994,Ohio,11102000,53930,662,20821,27216,441380,96175,297792,47413,1374.036222454896
1994,Oklahoma,3258000,21225,226,4174,15209,160250,40764,104025,15461,520.7528100325128
1994,Oregon,3086000,16067,150,4264,10320,178240,33970,122506,21764,395.16365129846884
1994,Pennsylvania,12052000,51425,712,22497,25071,342901,66468,222280,54153,883.137864029089
1994,Rhode Island,997000,3744,41,870,2560,37323,9101,23039,5183,88.39106448403727
1994,South Carolina,3664000,37756,353,6817,28595,182114,46678,122252,13184,609.0311822471624
1994,South Dakota,721000,1641,10,135,1193,20726,3938,15916,872,115.60303576022639
1994,Tennessee,5175000,38705,482,10735,24943,226247,59080,138173,28994,693.211531667621
1994,Texas,18378000,129838,2022,37643,81071,949387,214687,623947,110753,3136.3855758322256
1994,Utah,1908000,5810,56,1213,3735,95332,15089,74554,5689,377.13577956435097
1994,Virginia,6552000,23437,571,8704,12294,241763,41855,181619,18289,620.5100024850894
1994,Vermont,580000,562,6,71,325,18290,4274,13154,862,49.47779223192715
1994,Washington,5343000,27317,294,7464,16329,294734,55793,212198,26743,795.6206805965323
1994,Wisconsin,5082000,13748,227,5739,6590,186704,32824,135559,18321,466.7289502922564
1994,West Virginia,1822000,3931,99,772,2690,42136,10673,28189,3274,155.80770615772417
1994,Wyoming,476000,1297,16,79,1042,19122,3097,15254,771,57.24907063197026
1995,TOTAL,262803276,1798792,21606,580509,1099207,12063935,2593784,7997710,1472441,29142.445817066924
1995,Alaska,604000,4656,55,937,3179,30097,5055,21891,3151,219.8038834951456
1995,Alabama,4253000,26894,475,7900,17169,179294,43586,120967,14741,408.70299633376203
1995,Arkansas,2484000,13741,259,3122,9435,102780,24763,69935,8082,407.3365326141561
1995,Arizona,4218000,30095,439,7329,20909,316355,59762,207763,48830,589.5740729333497
1995,California,31589000,305154,3531,104611,186458,1536830,353895,902456,280479,2817.297374913846
1995,Colorado,3747000,16494,216,3604,11194,185705,35001,136184,14520,636.3379033211205
1995,Connecticut,3275000,13293,150,5345,7022,134188,29095,87401,17692,178.15230907457322
1995,District of Columbia,554000,14744,360,6864,7228,52697,10185,32319,10193,96.83659123736157
1995,Delaware,717000,5198,25,1425,3173,31790,6491,22329,2970,109.03042483886617
1995,Florida,14166000,151711,1037,42485,101302,939288,215657,612311,111320,1798.292504399822
1995,Georgia,7201000,47317,683,14777,29318,385005,76324,264872,43809,683.9756239436311
1995,Hawaii,1187000,3509,56,1553,1564,81938,13832,59907,8199,114.38663066481791
1995,Iowa,2842000,10071,51,1507,7894,106504,21527,78645,6332,245.7489622375368
1995,Idaho,1163000,3745,48,279,3088,47444,9069,35560,2815,141.54321845469704
1995,Illinois,11830000,117836,1221,39139,73163,527572,108555,357143,61874,1196.9289559158656
1995,Indiana,5803000,30451,466,7844,20211,238317,47676,163618,27023,551.3713514875702
1995,Kansas,2565000,10792,159,2775,6920,114558,27404,78855,8299,297.861622250423
